PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy,,,,,,,
REA_BTS10:QE_D0923:ON_CMD,PWRSTS,POWER_STATUS,setpoint,22,0.15,REA_BTS10:QE_D0923,91.11718,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0923:ON_RSTS,PWRSTS,POWER_STATUS,readback,22,0.15,REA_BTS10:QE_D0923,91.11718,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:DH_D0932:I_CSET,I,B,setpoint,23,1.069712,REA_BTS10:DH_D0932,92.555936,BEND,LIVE,90deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DH_D0932:I_RD,I,B,readback,23,1.069712,REA_BTS10:DH_D0932,92.555936,BEND,LIVE,90deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DH_D0932:ON_CMD,PWRSTS,POWER_STATUS,setpoint,23,1.069712,REA_BTS10:DH_D0932,92.555936,BEND,LIVE,90deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DH_D0932:ON_RSTS,PWRSTS,POWER_STATUS,readback,23,1.069712,REA_BTS10:DH_D0932,92.555936,BEND,LIVE,90deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:DCHE_D0942:V_CSET,V,TM,setpoint,24,0,REA_BTS10:DCH_D0942,93.13231,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCHE_D0942:V_RD,V,TM,readback,24,0,REA_BTS10:DCH_D0942,93.13231,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCHE_D0942:ON_CMD,PWRSTS,POWER_STATUS,setpoint,24,0,REA_BTS10:DCH_D0942,93.13231,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCHE_D0942:ON_RSTS,PWRSTS,POWER_STATUS,readback,24,0,REA_BTS10:DCH_D0942,93.13231,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:DCVE_D0942:V_CSET,V,TM,setpoint,25,0,REA_BTS10:DCV_D0942,93.13231,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCVE_D0942:V_RD,V,TM,readback,25,0,REA_BTS10:DCV_D0942,93.13231,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCVE_D0942:ON_CMD,PWRSTS,POWER_STATUS,setpoint,25,0,REA_BTS10:DCV_D0942,93.13231,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCVE_D0942:ON_RSTS,PWRSTS,POWER_STATUS,readback,25,0,REA_BTS10:DCV_D0942,93.13231,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:QE_D0942:V_CSET,V,VOLT,setpoint,26,0.15,REA_BTS10:QE_D0942,93.10231,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0942:V_RD,V,VOLT,readback,26,0.15,REA_BTS10:QE_D0942,93.10231,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0942:ON_CMD,PWRSTS,POWER_STATUS,setpoint,26,0.15,REA_BTS10:QE_D0942,93.10231,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0942:ON_RSTS,PWRSTS,POWER_STATUS,readback,26,0.15,REA_BTS10:QE_D0942,93.10231,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:QE_D0944:V_CSET,V,VOLT,setpoint,27,0.15,REA_BTS10:QE_D0944,93.342652,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0944:V_RD,V,VOLT,readback,27,0.15,REA_BTS10:QE_D0944,93.342652,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0944:ON_CMD,PWRSTS,POWER_STATUS,setpoint,27,0.15,REA_BTS10:QE_D0944,93.342652,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0944:ON_RSTS,PWRSTS,POWER_STATUS,readback,27,0.15,REA_BTS10:QE_D0944,93.342652,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:DCHE_D0948:V_CSET,V,TM,setpoint,28,0,REA_BTS10:DCH_D0948,93.581662,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCHE_D0948:V_RD,V,TM,readback,28,0,REA_BTS10:DCH_D0948,93.581662,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCHE_D0948:ON_CMD,PWRSTS,POWER_STATUS,setpoint,28,0,REA_BTS10:DCH_D0948,93.581662,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCHE_D0948:ON_RSTS,PWRSTS,POWER_STATUS,readback,28,0,REA_BTS10:DCH_D0948,93.581662,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:DCVE_D0948:V_CSET,V,TM,setpoint,29,0,REA_BTS10:DCV_D0948,93.581662,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCVE_D0948:V_RD,V,TM,readback,29,0,REA_BTS10:DCV_D0948,93.581662,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCVE_D0948:ON_CMD,PWRSTS,POWER_STATUS,setpoint,29,0,REA_BTS10:DCV_D0948,93.581662,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCVE_D0948:ON_RSTS,PWRSTS,POWER_STATUS,readback,29,0,REA_BTS10:DCV_D0948,93.581662,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:QE_D0952:V_CSET,V,VOLT,setpoint,30,0.15,REA_BTS10:QE_D0952,94.015767,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0952:V_RD,V,VOLT,readback,30,0.15,REA_BTS10:QE_D0952,94.015767,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0952:ON_CMD,PWRSTS,POWER_STATUS,setpoint,30,0.15,REA_BTS10:QE_D0952,94.015767,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0952:ON_RSTS,PWRSTS,POWER_STATUS,readback,30,0.15,REA_BTS10:QE_D0952,94.015767,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:QE_D0954:V_CSET,V,VOLT,setpoint,31,0.15,REA_BTS10:QE_D0954,94.196109,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0954:V_RD,V,VOLT,readback,31,0.15,REA_BTS10:QE_D0954,94.196109,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0954:ON_CMD,PWRSTS,POWER_STATUS,setpoint,31,0.15,REA_BTS10:QE_D0954,94.196109,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0954:ON_RSTS,PWRSTS,POWER_STATUS,readback,31,0.15,REA_BTS10:QE_D0954,94.196109,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:QE_D0958:V_CSET,V,VOLT,setpoint,32,0.15,REA_BTS10:QE_D0958,94.677818,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0958:V_RD,V,VOLT,readback,32,0.15,REA_BTS10:QE_D0958,94.677818,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0958:ON_CMD,PWRSTS,POWER_STATUS,setpoint,32,0.15,REA_BTS10:QE_D0958,94.677818,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0958:ON_RSTS,PWRSTS,POWER_STATUS,readback,32,0.15,REA_BTS10:QE_D0958,94.677818,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:DCHE_D0960:V_CSET,V,TM,setpoint,34,0,REA_BTS10:DCH_D0960,94.85816,HCOR,LIVE,"Ecorrector, X",DCH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCHE_D0960:V_RD,V,TM,readback,34,0,REA_BTS10:DCH_D0960,94.85816,HCOR,LIVE,"Ecorrector, X",DCH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCHE_D0960:ON_CMD,PWRSTS,POWER_STATUS,setpoint,34,0,REA_BTS10:DCH_D0960,94.85816,HCOR,LIVE,"Ecorrector, X",DCH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:DCHE_D0960:ON_RSTS,PWRSTS,POWER_STATUS,readback,34,0,REA_BTS10:DCH_D0960,94.85816,HCOR,LIVE,"Ecorrector, X",DCH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS10:QE_D0960:V_CSET,V,VOLT,setpoint,35,0.15,REA_BTS10:QE_D0960,94.85816,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0960:V_RD,V,VOLT,readback,35,0.15,REA_BTS10:QE_D0960,94.85816,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0960:ON_CMD,PWRSTS,POWER_STATUS,setpoint,35,0.15,REA_BTS10:QE_D0960,94.85816,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS10:QE_D0960:ON_RSTS,PWRSTS,POWER_STATUS,readback,35,0.15,REA_BTS10:QE_D0960,94.85816,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS10,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:DCVE_D0970:V_CSET,V,TM,setpoint,36,0.19,REA_BTS19:DCV_D0970,95.498197,VCOR,LIVE,"E-Deflector Plate, 120mm gap",DCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCVE_D0970:V_RD,V,TM,readback,36,0.19,REA_BTS19:DCV_D0970,95.498197,VCOR,LIVE,"E-Deflector Plate, 120mm gap",DCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCVE_D0970:ON_CMD,PWRSTS,POWER_STATUS,setpoint,36,0.19,REA_BTS19:DCV_D0970,95.498197,VCOR,LIVE,"E-Deflector Plate, 120mm gap",DCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCVE_D0970:ON_RSTS,PWRSTS,POWER_STATUS,readback,36,0.19,REA_BTS19:DCV_D0970,95.498197,VCOR,LIVE,"E-Deflector Plate, 120mm gap",DCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:DCHE_D0979:V_CSET,V,TM,setpoint,37,0,REA_BTS19:DCH_D0979,95.886728,HCOR,LIVE,"Ecorrector, X",DCH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCHE_D0979:V_RD,V,TM,readback,37,0,REA_BTS19:DCH_D0979,95.886728,HCOR,LIVE,"Ecorrector, X",DCH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCHE_D0979:ON_CMD,PWRSTS,POWER_STATUS,setpoint,37,0,REA_BTS19:DCH_D0979,95.886728,HCOR,LIVE,"Ecorrector, X",DCH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCHE_D0979:ON_RSTS,PWRSTS,POWER_STATUS,readback,37,0,REA_BTS19:DCH_D0979,95.886728,HCOR,LIVE,"Ecorrector, X",DCH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:QE_D0979:V_CSET,V,VOLT,setpoint,38,0.15,REA_BTS19:QE_D0979,95.886728,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0979:V_RD,V,VOLT,readback,38,0.15,REA_BTS19:QE_D0979,95.886728,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0979:ON_CMD,PWRSTS,POWER_STATUS,setpoint,38,0.15,REA_BTS19:QE_D0979,95.886728,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0979:ON_RSTS,PWRSTS,POWER_STATUS,readback,38,0.15,REA_BTS19:QE_D0979,95.886728,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:QE_D0981:V_CSET,V,VOLT,setpoint,39,0.15,REA_BTS19:QE_D0981,96.06707,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0981:V_RD,V,VOLT,readback,39,0.15,REA_BTS19:QE_D0981,96.06707,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0981:ON_CMD,PWRSTS,POWER_STATUS,setpoint,39,0.15,REA_BTS19:QE_D0981,96.06707,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0981:ON_RSTS,PWRSTS,POWER_STATUS,readback,39,0.15,REA_BTS19:QE_D0981,96.06707,EQUAD,LIVE,"Doublet, Equad B",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:RFC_D0983:AMPL_CSET_F1,AMP1,AMPLITUDE1,setpoint,40,0.2,REA_BTS19:CAV_D0983_1,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC_D0983:AMPL_RD_CAV1,AMP1,AMPLITUDE1 ,readback,40,0.2,REA_BTS19:CAV_D0983_1,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC_D0983:PHA_CSET_F1,PHA1,PHASE1,setpoint,40,0.2,REA_BTS19:CAV_D0983_1,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC_D0983:PHA_RD_CAV1,PHA1,PHASE1,readback,40,0.2,REA_BTS19:CAV_D0983_1,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC_D0983:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,readback,40,0.2,REA_BTS19:CAV_D0983_1,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC_D0983:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,40,0.2,REA_BTS19:CAV_D0983_1,96.762812,CAV,LIVE,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS19:RFC_D0983:AMPL_CSET_F2,AMP2,AMPLITUDE2,setpoint,41,0.2,REA_BTS19:CAV_D0983_2,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC_D0983:AMPL_RD_CAV2,AMP2,AMPLITUDE2 ,readback,41,0.2,REA_BTS19:CAV_D0983_2,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC_D0983:PHA_CSET_F2,PHA2,PHASE2,setpoint,41,0.2,REA_BTS19:CAV_D0983_2,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC_D0983:PHA_RD_CAV2,PHA2,PHASE2,readback,41,0.2,REA_BTS19:CAV_D0983_2,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC_D0983:ILK_RSTS_LTCH,ITLKSTS,INTERLOCK_STATUS,readback,41,0.2,REA_BTS19:CAV_D0983_2,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:RFC_D0983:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,41,0.2,REA_BTS19:CAV_D0983_2,96.762812,CAV,LIVE,MultiHarmonic Buncher (16.1MHz),MultiHarmonic Buncher (16.1MHz),DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0985:V_CSET,V,VOLT,setpoint,42,0.15,REA_BTS19:QE_D0985,96.21707,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0985:V_RD,V,VOLT,readback,42,0.15,REA_BTS19:QE_D0985,96.21707,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0985:ON_CMD,PWRSTS,POWER_STATUS,setpoint,42,0.15,REA_BTS19:QE_D0985,96.21707,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:QE_D0985:ON_RSTS,PWRSTS,POWER_STATUS,readback,42,0.15,REA_BTS19:QE_D0985,96.21707,EQUAD,LIVE,"Doublet, EQuad A",QUAD_QE,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:DCHE_D0987:V_CSET,V,TM,setpoint,43,0,REA_BTS19:DCH_D0987,96.397412,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCHE_D0987:V_RD,V,TM,readback,43,0,REA_BTS19:DCH_D0987,96.397412,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCHE_D0987:ON_CMD,PWRSTS,POWER_STATUS,setpoint,43,0,REA_BTS19:DCH_D0987,96.397412,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCHE_D0987:ON_RSTS,PWRSTS,POWER_STATUS,readback,43,0,REA_BTS19:DCH_D0987,96.397412,HCOR,LIVE,horiz. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_BTS19:DCVE_D0987:V_CSET,V,TM,setpoint,44,0,REA_BTS19:DCV_D0987,96.397412,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCVE_D0987:V_RD,V,TM,readback,44,0,REA_BTS19:DCV_D0987,96.397412,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
REA_BTS19:DCVE_D0987:ON_CMD,PWRSTS,POWER_STATUS,setpoint,44,0,REA_BTS19:DCV_D0987,96.397412,VCOR,LIVE,vert. corrector magnet,DCHV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS19,BTS31,BTS33,BTS34,BTS45,BTS46
